sentence	aspect	polarity
Great food, good size menu, great service and an unpretensious setting.	service general	positive
The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).	food quality	positive
I'm glad I was introduced to this place and this is a rare gem in NY.	restaurant general	positive
The freshest, best variety, and the fastest delivery.	food quality	positive
The freshest, best variety, and the fastest delivery.	food style options	positive
The freshest, best variety, and the fastest delivery.	service general	positive
Also very inexpensive.	restaurant prices	positive
A great choice at any cost and a great deal.	restaurant general	positive
A great choice at any cost and a great deal.	restaurant prices	positive
The service was excellent and the food was delicious.	food quality	positive
The service was excellent and the food was delicious.	service general	positive
We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	drinks quality	positive
We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	food quality	positive
Definitely a great spot for a nice occasion or date.	restaurant miscellaneous	positive
Average to good Thai food, but terrible delivery.	food quality	positive
Average to good Thai food, but terrible delivery.	service general	negative
I've waited over one hour for food.	service general	negative
They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.	service general	negative
A Thai restaurant out of rice during dinner?	restaurant miscellaneous	negative
The food arrived 20 minutes after I called, cold and soggy.	food quality	negative
The food arrived 20 minutes after I called, cold and soggy.	service general	negative
This is a wonderful place on all stand points especially value ofr money.	restaurant general	positive
This is a wonderful place on all stand points especially value ofr money.	restaurant prices	positive
An excellent service	service general	positive
We were greeted promptly by the waiter who was very nice and cordial.	service general	positive
She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.	food quality	positive
She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.	service general	positive
The food looked very appetizing and delicious since it came on a variety of fancy plates.	food style options	positive
We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.	food quality	positive
I thanked my friend who recommended me this restaurant and will certainly recommend it to others.	restaurant general	positive
Service here was great, food was fantastic.	food quality	positive
Service here was great, food was fantastic.	service general	positive
Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.	food quality	negative
Will absolutely visit again.	restaurant general	positive
You cannot go wrong with this place.	restaurant general	positive
The food is outstanding and the service is quick, friendly and very professional.	food quality	positive
The food is outstanding and the service is quick, friendly and very professional.	service general	positive
Always a nice crowd, but never loud.	ambience general	positive
Always a nice crowd, but never loud.	restaurant miscellaneous	positive
Go here.	restaurant general	positive
Good for dates or with friends.	restaurant miscellaneous	positive
I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.	restaurant miscellaneous	positive
However, it is jus too good to not praise it.	restaurant general	positive
By far, the best pizza in Manhattan.	food quality	positive
The crust is thin, the ingredients are fresh and the staff is friendly.	food quality	positive
The crust is thin, the ingredients are fresh and the staff is friendly.	service general	positive
The menu has so many fish items and oysters.	food style options	positive
The fish was really,really fresh.	food quality	positive
We all agreed that mare is one of the best seafood restaurants in New York.	restaurant general	positive
I stumbled upon this great pizzeria as I explored my new neighborhood.	restaurant general	positive
All of the pizzas are terrific and the price is even better!	food quality	positive
All of the pizzas are terrific and the price is even better!	restaurant prices	positive
I highly recommend the Sophia pizza.	food quality	positive
It's to die for!	food quality	positive
The food was mediocre at best but it was the horrible service that made me vow never to go back.	food quality	negative
The food was mediocre at best but it was the horrible service that made me vow never to go back.	service general	negative
Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.	service general	negative
So rushing us out was absolutely unnecessary!	service general	negative
For the people who want great food plus great service, Roxy is a place to AVOID!	food quality	negative
For the people who want great food plus great service, Roxy is a place to AVOID!	service general	negative
The first time the sushi was outstanding, the second time it was a little bland.	food quality	negative
I'm sure I'll return for a final judgement tho.	restaurant general	neutral
The blond wood decor is very soothing, the premium sake is excellent and the service is great.	ambience general	positive
The blond wood decor is very soothing, the premium sake is excellent and the service is great.	drinks quality	positive
The blond wood decor is very soothing, the premium sake is excellent and the service is great.	service general	positive
Mizu is the Japenese find in Grammercy.	restaurant general	positive
While their kitchen food is delicious, their Sushi is out of this world.	food quality	positive
Mizu is home to creative and unique rolls not to found anywhere else.	food style options	positive
Not only is the cuisine the best around, the service has always been attentive and charming.	food quality	positive
Not only is the cuisine the best around, the service has always been attentive and charming.	service general	positive
Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!	restaurant general	positive
Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.	ambience general	positive
Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.	food quality	negative
Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.	service general	positive
I ordered the smoked salmon and roe appetizer and it was off flavor.	food quality	negative
The entree was bland and small, dessert was not inspired.	food quality	negative
The entree was bland and small, dessert was not inspired.	food style options	negative
I expected quite a bit more from such an expensive menu.	food prices	negative
I expected quite a bit more from such an expensive menu.	food quality	negative
The view is spectacular, and the food is great.	food quality	positive
The view is spectacular, and the food is great.	location general	positive
Wonderful strawberry daiquiries as well!	drinks quality	positive
Definitely worth the trip to Battery Park City!	restaurant general	positive
One of my favorite places in Manhattan.	restaurant general	positive
Authentic Taiwanese food that's cheap... what more could you ask for?	food prices	positive
Authentic Taiwanese food that's cheap... what more could you ask for?	food quality	positive
(Besides that there should be more restaurants like it around the city).	restaurant general	positive
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.	food quality	positive
delicious simple food in nice outdoor atmosphere.	ambience general	positive
delicious simple food in nice outdoor atmosphere.	food quality	positive
delicious simple food in nice outdoor atmosphere.	food style options	positive
Kind, attentive wait staff.	service general	positive
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).	food quality	positive
My friend devoured her chicken and mashed potatos.	food quality	positive
Delicious crab cakes too.	food quality	positive
Even if the food wasn't this good, the garden is a great place to sit outside and relax.	ambience general	positive
Even if the food wasn't this good, the garden is a great place to sit outside and relax.	food quality	positive
Great neighborhood joint.	restaurant general	positive
This is a nice pizza place with good selection of thin crust pizza including the Basil slice.	food quality	positive
This is a nice pizza place with good selection of thin crust pizza including the Basil slice.	food style options	positive
This is a nice pizza place with good selection of thin crust pizza including the Basil slice.	restaurant general	positive
Their calzones are horrific, bad, vomit-inducing, YUCK.	food quality	negative
They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.	food quality	negative
The counter service is bad.	service general	negative
They charge different prices all the time.	service general	negative
They're rude at times, and not very friendly.	service general	negative
NO PIZZA 33 for me!	restaurant general	negative
Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.	food quality	negative
The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.	food quality	negative
The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.	food style options	negative
The sandwiches are dry, tasteless and way overpriced.	food prices	negative
The sandwiches are dry, tasteless and way overpriced.	food quality	negative
Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.	ambience general	negative
Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.	restaurant general	negative
Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.	service general	negative
Seriously, this place kicks ass.	restaurant general	positive
The atmosphere is unheralded, the service impecible, and the food magnificant.	ambience general	positive
The atmosphere is unheralded, the service impecible, and the food magnificant.	food quality	positive
The atmosphere is unheralded, the service impecible, and the food magnificant.	service general	positive
Best Italian food I ever had (and being Italian, that means alot).	food quality	positive
It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.	restaurant general	positive
This is such a lovely, peaceful place to eat outside.	ambience general	positive
The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.	location general	positive
It is set far from the small street it's on, and there is no traffic noise.	location general	positive
The food is good, especially their more basic dishes, and the drinks are delicious.	drinks quality	positive
The food is good, especially their more basic dishes, and the drinks are delicious.	food quality	positive
This is a great place to take out-of-towners, and perfect for watching the sunset.	location general	positive
Great sushi experience.	food quality	positive
Nice value.	restaurant prices	positive
Unique apppetizers.	food quality	positive
Try sushimi cucumber roll.	food quality	positive
Good spreads, great beverage selections and bagels really tasty.	drinks style options	positive
Good spreads, great beverage selections and bagels really tasty.	food quality	positive
THE BIG COMPLAINT: NO TOASTING AVAILABLE.	service general	negative
Murray won't do it.	service general	negative
But who says Murray's is anything about service.	service general	negative
So close, but not good enough.	restaurant general	neutral
Don't be fooled by crowds of people.	restaurant miscellaneous	negative
The service is awful.	service general	negative
This place is not worth the prices.	restaurant general	negative
This place is not worth the prices.	restaurant prices	negative
Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.	service general	negative
Love Pizza 33..	restaurant general	positive
I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.	food quality	positive
It hits the spot every time	restaurant general	positive
This tiny Williamsburg spot is always pleasantly surprising.	restaurant general	positive
The pizza is delicious and the proprietor is one of the nicest in NYC.	food quality	positive
The pizza is delicious and the proprietor is one of the nicest in NYC.	service general	positive
I've been many time and have never been disappointed.	restaurant general	positive
They even scoop it out nice (for those on a diet) not too much not to little.	food style options	positive
The cream cheeses are out of this world and I love that coffee!!	drinks quality	positive
The cream cheeses are out of this world and I love that coffee!!	food quality	positive
A little crowded but they move that line really fast!	restaurant miscellaneous	negative
A little crowded but they move that line really fast!	service general	positive
A little pricey but it really hits the spot on a Sunday morning!	restaurant general	positive
A little pricey but it really hits the spot on a Sunday morning!	restaurant prices	negative
Bagels are ok, but be sure not to make any special requests!	food quality	neutral
Bagels are ok, but be sure not to make any special requests!	service general	negative
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!	service general	negative
Be sure not to get anything other than bagels!..	food quality	positive
the turkey burgers are scary!	food quality	negative
The worst excuse for Japanese food I've ever encountered.	restaurant miscellaneous	negative
The soup for the udon was soy sauce and water.	food quality	negative
The sushi was awful!	food quality	negative
The rice was poor quality and was cooked so badly it was hard.	food quality	negative
Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.	food quality	negative
The fish was adequate, but inexpertly sliced.	food style options	negative
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.	food quality	negative
Good, fast service.	service general	positive
I would highly recommend.	restaurant general	positive
Food is great and inexpensive.	food prices	positive
Food is great and inexpensive.	food quality	positive
The location is perfect.	location general	positive
Give it a try and enjoy.	restaurant general	positive
Well, this place is so Ghetto its not even funny.	ambience general	negative
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.	ambience general	negative
If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.	drinks prices	negative
Would NEVER go back there.	restaurant general	negative
Awsome Pizza especially the Margheritta slice.	food quality	positive
Always busy but fast moving.	service general	positive
Great atmoshere and worth every bit.	ambience general	positive
Great atmoshere and worth every bit.	restaurant general	positive
Open late (well as late as I ever got there and I'm a night person)	restaurant miscellaneous	positive
Winnie and her staff are the best crew you can find serving you.	service general	positive
The food is reliable and the price is moderate.	food quality	positive
The food is reliable and the price is moderate.	restaurant prices	neutral
What more can you ask for?	restaurant general	positive
For authentic Thai food, look no further than Toons.	food quality	positive
Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.	food quality	positive
Everything about this restaurant was special.	restaurant general	positive
The service was attentive, yet discreet.	service general	positive
The flavors robust and subtle.	food quality	positive
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.	food quality	positive
I'm saving up for my next visit.	restaurant general	positive
The place was quiet and delightful.	ambience general	positive
Service was good and food is wonderful.	food quality	positive
Service was good and food is wonderful.	service general	positive
I did not try the caviar but I tried their salmon and crab salad (they are all good) 	food quality	positive
It is definitely a good spot for snacks and chat.	restaurant general	positive
As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.	restaurant general	positive
The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).	service general	positive
The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.	food quality	positive
But the best part about LS is the late night atmosphere, delightfully free of the BTs.	ambience general	positive
You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.	ambience general	positive
You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.	drinks prices	positive
You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.	drinks quality	positive
You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.	drinks style options	positive
The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.	ambience general	positive
You can't go wrong with this place.	restaurant general	positive
Suan is a great place that I often take my friends (classmates) too.	restaurant general	positive
Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.	location general	positive
Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.	restaurant prices	positive
I LOVE their Thai	food quality	positive
noodles with shrimp and chicken and coconut juice is the MUST!	food quality	positive
I will go back to Suan soon!	restaurant general	positive
In summer-eat outside on a terrace (another great feature of Suan)!!!	ambience general	positive
I cannot imagine a friendlier staff working in a restaurant.	service general	positive
I cannot imagine better Indian food in all of the city.	food quality	positive
I cannot imagine you not rushing out to eat there.	restaurant general	positive
During the course of the past 3 months, the chef and staff changed and it was not for the better.	food quality	negative
During the course of the past 3 months, the chef and staff changed and it was not for the better.	service general	negative
I wish they would change back to what it was before.	restaurant general	negative
The food now is inconsistent.	food quality	negative
This is the kind of place you'd like to take all your friends to and still keep a secret.	restaurant miscellaneous	positive
The setting is casual and romantic.	ambience general	positive
Prices are very good.	restaurant prices	positive
The food is excellent! 	food quality	positive
if you're daring, try the balsamic vinegar over icecream, it's wonderful!	food quality	positive
Do not get the Go Go Hamburgers, no matter what the reviews say.	food quality	negative
They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.	food prices	negative
They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.	food quality	negative
They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.	food style options	negative
The rest of the dim sum, though pricey by Chinatown standards, is worth it.	food prices	negative
The rest of the dim sum, though pricey by Chinatown standards, is worth it.	food quality	positive
Steamed fresh so brought hot hot hot to your table.	food quality	positive
The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.	ambience general	negative
The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.	restaurant miscellaneous	negative
The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.	service general	negative
A few tips: skip the turnip cake, roast pork buns and egg custards.	food quality	negative
These are overpriced and you can get better just around the corner:	food prices	negative
These are overpriced and you can get better just around the corner:	food quality	negative
I was pleasantly suprised.	restaurant general	positive
The food was exceptional.	food quality	positive
I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.	food quality	positive
The service was friendly and the atmosphere was casual.	ambience general	neutral
The service was friendly and the atmosphere was casual.	service general	positive
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal	ambience general	negative
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal	food quality	positive
this little place has a cute interior decor and affordable city prices.	ambience general	positive
this little place has a cute interior decor and affordable city prices.	restaurant prices	positive
the pad se ew chicken was delicious, however the pad thai was far too oily.	food quality	negative
Have eaten at Ginger House several times, and it's always good.	restaurant general	positive
The fried dumplings are GREAT!	food quality	positive
Finally a reliable Chinese restaurant!	restaurant general	positive
This place would be so much better served by being run by a group that actually understands customer service.	service general	negative
They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!	service general	negative
Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.	service general	negative
Terrible, terrible management - deserves to be shut-down.	restaurant general	negative
Terrible, terrible management - deserves to be shut-down.	service general	negative
Never fails to please.	restaurant general	positive
delicious bagels, especially when right out of the oven.	food quality	positive
Spreads and toppings are great - though a bit pricey.	food prices	negative
Spreads and toppings are great - though a bit pricey.	food quality	positive
Service is fast and friendly.	service general	positive
Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.	service general	negative
But that is highly forgivable.	restaurant miscellaneous	positive
The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.	ambience general	negative
The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.	food quality	negative
If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.	restaurant miscellaneous	negative
Rao is a good restaurant, but it's nothing special.	restaurant general	neutral
But after last night, Spice Grill is the only place I'm eating indian cuisine.	food quality	positive
You must try the shrimp appetizers.	food quality	positive
Even my Indian friend couldn't believe how good and tasty everything was.	food quality	positive
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.	ambience general	positive
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.	service general	positive
Great food, great prices, great service.	food quality	positive
Great food, great prices, great service.	restaurant prices	positive
Great food, great prices, great service.	service general	positive
If you are looking for a good quality, cheap eats - this is the place.	food prices	positive
If you are looking for a good quality, cheap eats - this is the place.	food quality	positive
it's a perfect place to have a amanzing indian food.	food quality	positive
I really loved the different and inovated touch that's the cheff gives to the food.	food style options	positive
also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!	ambience general	positive
also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!	service general	positive
Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.	food quality	negative
Great bagels made the old-fashioned way.	food quality	positive
Great bagels made the old-fashioned way.	food style options	positive
Drawbacks: service is slow and they don't toast!	service general	negative
The food was absolutely amazing!!	food quality	positive
The baked clams octopus we shared as appetizers were the best we've ever had!! 	food quality	positive
The lamb was tender so full of flavor, the dessert was divine!!	food quality	positive
The waiter was attentive.	service general	positive
The place itself is beautiful the bar scene seems to be happening.	ambience general	positive
Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.	food quality	positive
Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.	service general	negative
Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.	food general	negative
Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.	food quality	positive
Dessert is a joke...dont bother	food quality	negative
Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.	service general	positive
The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.	ambience general	positive
The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.	food style options	positive
The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	food quality	positive
The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	food style options	positive
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.	drinks style options	positive
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.	food prices	positive
Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...	drinks style options	positive
Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...	restaurant prices	neutral
Fantastic place.	restaurant general	positive
Cute and decorative.	ambience general	positive
A pleasant surprise.	restaurant general	positive
Go there to relax and feel like your somewhere else.	ambience general	positive
Lucky Strike is a great casual place to just grab a bite to eat.	restaurant general	positive
Great food, great decor, great service.	ambience general	positive
Great food, great decor, great service.	food quality	positive
Great food, great decor, great service.	service general	positive
I recommend it!	restaurant general	positive
This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!	restaurant miscellaneous	positive
(Always ask the bartender for the SEASONAL beer!!!	drinks quality	positive
Guaranteed to be a tasty experience!)	drinks quality	positive
Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.	restaurant miscellaneous	positive
I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!	restaurant general	positive
All the people that I bring there go back on their own and bring THEIR friends!	restaurant miscellaneous	positive
Go there once and oh yes...you will go back...you will...	restaurant general	positive
What a great place!	restaurant general	positive
Not the typical NYC gimmick theme restaurant.	ambience general	positive
A cool bar with great food, and tons of excellent beer.	ambience general	positive
A cool bar with great food, and tons of excellent beer.	drinks quality	positive
A cool bar with great food, and tons of excellent beer.	drinks style options	positive
A cool bar with great food, and tons of excellent beer.	food quality	positive
And even with it's Pub atmosphere they were great to my kids too!	service general	positive
Loved it!	restaurant general	positive
The shrimp scampi was excellent and the antipasti were plentiful.	food quality	positive
The shrimp scampi was excellent and the antipasti were plentiful.	food style options	positive
It is expensive but well worth the money.	restaurant general	positive
It is expensive but well worth the money.	restaurant prices	negative
If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.	restaurant general	positive
The only thing more wonderful than the food (which is exceptional) is the service.	food quality	positive
The only thing more wonderful than the food (which is exceptional) is the service.	service general	positive
The only thing the waiters don't do for you is wipe your chin when you leave.	service general	positive
Wonderful at holiday time.	restaurant miscellaneous	positive
Cozy romantic atomosphere with only around 15 tables at most.	ambience general	positive
Service was very prompt but slightly rushed.	service general	positive
Food was very good, but not what I would consider out of this world.	food quality	neutral
Go here for a romantic dinner but not for an all out wow dining experience.	ambience general	positive
Go here for a romantic dinner but not for an all out wow dining experience.	restaurant miscellaneous	negative
My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.	restaurant miscellaneous	positive
Too bad the food wasn't of the same heritage.	food quality	negative
The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.	food quality	negative
A real dissapointment.	food quality	negative
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.	food quality	negative
They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.	food quality	negative
Priced at upper intermediate range.	restaurant prices	negative
I really liked this place.	restaurant general	positive
Everything I had was good, and I'm a eater.	food quality	positive
It was pretty inexpensive too.	restaurant prices	positive
This place has the best Chinese style BBQ ribs in the city.	food quality	positive
This place has the best Chinese style BBQ ribs in the city.	food style options	positive
I also recommend the rice dishes or the different varieties of congee (rice porridge).	food quality	positive
It's great to go for a quick lunch either alone or with a friend.	restaurant miscellaneous	positive
It's definately not a place to go if you want to impress someone.	restaurant miscellaneous	negative
However, if you want great food at a great price and don't mind the decor, you can't beat this place.	ambience general	neutral
However, if you want great food at a great price and don't mind the decor, you can't beat this place.	food prices	positive
However, if you want great food at a great price and don't mind the decor, you can't beat this place.	food quality	positive
Quick and friendly service.	service general	positive
This is one of the best comfort food places in the city.	restaurant general	positive
It's somewhere you can eat and be happy.	restaurant general	positive
When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.	ambience general	positive
The food is wonderful, tasty and filling, and the service is professional and friendly.	food quality	positive
The food is wonderful, tasty and filling, and the service is professional and friendly.	food style options	positive
The food is wonderful, tasty and filling, and the service is professional and friendly.	service general	positive
I can't wait for summer, when they serve outside on their gigantic patio.	ambience general	positive
I recently tried Suan and I thought that it was great.	restaurant general	positive
This little place definitely exceeded my expectations and you sure get a lot of food for your money.	food prices	positive
This little place definitely exceeded my expectations and you sure get a lot of food for your money.	food style options	positive
This little place definitely exceeded my expectations and you sure get a lot of food for your money.	restaurant general	positive
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.	food quality	positive
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.	service general	positive
I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.	restaurant general	positive
They all know you.	service general	positive
Good food.	food quality	positive
Good drink.	drinks quality	positive
How do you rate home?	restaurant miscellaneous	positive
I have never had cheescake like this.	food quality	positive
I thought I had died and gone to heaven.	food quality	positive
Great spot, whether looking for a couple of drinks or quiet dinner.	restaurant general	positive
Great spot, whether looking for a couple of drinks or quiet dinner.	restaurant miscellaneous	positive
Warm and friendly in the winter and terrific outdoor seating in the warmer months.	ambience general	positive
The food is great and they have a good selecion of wines at reasonable prices.	drinks prices	positive
The food is great and they have a good selecion of wines at reasonable prices.	drinks style options	positive
The food is great and they have a good selecion of wines at reasonable prices.	food quality	positive
Have been several times and it never dissapoints.	restaurant general	positive
We were less than impressed.	restaurant general	negative
While the ambiance and atmosphere were great, the food and service could have been a lot better.	ambience general	positive
While the ambiance and atmosphere were great, the food and service could have been a lot better.	food quality	negative
While the ambiance and atmosphere were great, the food and service could have been a lot better.	service general	negative
We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.	food quality	negative
We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.	food style options	negative
Probably would not go again...	restaurant general	negative
i've been to sapphire twice and both times the food was fine, if not good.	food quality	positive
stick with the chicken, beef, and lamb dishes.	food quality	positive
service is friendly, and never had a problem walking in and getting a table.	restaurant miscellaneous	positive
service is friendly, and never had a problem walking in and getting a table.	service general	positive
skip dessert.	food quality	negative
Best Reuben sandwich ever!	food quality	positive
A classic!	food quality	positive
Don't miss Bloom's on your next trip to Manhatten.	restaurant general	positive
It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.	restaurant miscellaneous	positive
Thanks Bloom's for a lovely trip.	restaurant general	positive
The food was not fresh, the sauces were bland and very oily.	food quality	negative
It just wasn't Thai.	food quality	negative
Was surprisingly disappointed.	food quality	negative
Pizza was a little soggy.	food quality	negative
Ravioli was good...but I have to say that I found everything a bit overpriced.	food prices	negative
Ravioli was good...but I have to say that I found everything a bit overpriced.	food quality	positive
Not enough wines by the glass either.	drinks style options	negative
Service, however, was excellent...and I liked the setting/atmosphere a lot. 	ambience general	positive
Service, however, was excellent...and I liked the setting/atmosphere a lot. 	service general	positive
Food was just average...if they lowered the prices just a bit, it would be a bigger draw.	food quality	neutral
Food was just average...if they lowered the prices just a bit, it would be a bigger draw.	restaurant prices	negative
This place is a great bargain.	restaurant prices	positive
Authentic Pakistani food.	food quality	positive
People are always friendly.	service general	positive
Just straight up cheap, good food.	food prices	positive
Just straight up cheap, good food.	food quality	positive
Faan is sooo good.	restaurant general	positive
The best pad thai i've ever had.	food quality	positive
The design and atmosphere is just as good.	ambience general	positive
bottles of wine are cheap and good.	drinks prices	positive
bottles of wine are cheap and good.	drinks quality	positive
What more could you want?	restaurant general	positive
The food was actually aweful.	food quality	negative
I'm not picky - but it was actually gross.	food quality	negative
The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.	food quality	negative
Nice atmosphere, the service was very pleasant and the desert was good.	ambience general	positive
Nice atmosphere, the service was very pleasant and the desert was good.	food quality	positive
Nice atmosphere, the service was very pleasant and the desert was good.	service general	positive
Wouldn't recomend it for dinner!	restaurant general	negative
This is the perfect date spot for Williamsburg couples.	restaurant miscellaneous	positive
The jukebox plays everything from Italian Opera to The Strokes.	ambience general	positive
The food is amazing, rich pastas and fresh doughy pizza.	food quality	positive
