sentence	aspect	polarity
everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.	ambience	none
everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.	restaurant	none
everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.	location	none
everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.	drinks	none
- i asked for them spicy and they were delicious).	service	none
- i asked for them spicy and they were delicious).	misc	none
- i asked for them spicy and they were delicious).	price	none
- i asked for them spicy and they were delicious).	ambience	none
- i asked for them spicy and they were delicious).	restaurant	none
- i asked for them spicy and they were delicious).	location	none
- i asked for them spicy and they were delicious).	drinks	none
it is terrific, as is the value.	service	none
it is terrific, as is the value.	misc	none
it is terrific, as is the value.	ambience	none
it is terrific, as is the value.	restaurant	none
it is terrific, as is the value.	location	none
it is terrific, as is the value.	drinks	none
the sicilian is my favorite it is moist not dry like most places but all their pizza is great!	service	none
the sicilian is my favorite it is moist not dry like most places but all their pizza is great!	misc	none
the sicilian is my favorite it is moist not dry like most places but all their pizza is great!	price	none
the sicilian is my favorite it is moist not dry like most places but all their pizza is great!	ambience	none
the sicilian is my favorite it is moist not dry like most places but all their pizza is great!	restaurant	none
the sicilian is my favorite it is moist not dry like most places but all their pizza is great!	location	none
the sicilian is my favorite it is moist not dry like most places but all their pizza is great!	drinks	none
downstairs lounge is always a good attraction	service	none
downstairs lounge is always a good attraction	food	none
downstairs lounge is always a good attraction	misc	none
downstairs lounge is always a good attraction	price	none
downstairs lounge is always a good attraction	restaurant	none
downstairs lounge is always a good attraction	location	none
downstairs lounge is always a good attraction	drinks	none
the menu prices are a bit expensive for what you get in quality and portion size.	service	none
the menu prices are a bit expensive for what you get in quality and portion size.	misc	none
the menu prices are a bit expensive for what you get in quality and portion size.	ambience	none
the menu prices are a bit expensive for what you get in quality and portion size.	restaurant	none
the menu prices are a bit expensive for what you get in quality and portion size.	location	none
the menu prices are a bit expensive for what you get in quality and portion size.	drinks	none
the food was amazing, and the service was prompt and helpful, but not overbearing or rushed.	misc	none
the food was amazing, and the service was prompt and helpful, but not overbearing or rushed.	price	none
the food was amazing, and the service was prompt and helpful, but not overbearing or rushed.	ambience	none
the food was amazing, and the service was prompt and helpful, but not overbearing or rushed.	restaurant	none
the food was amazing, and the service was prompt and helpful, but not overbearing or rushed.	location	none
the food was amazing, and the service was prompt and helpful, but not overbearing or rushed.	drinks	none
(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta, our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.	food	none
(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta, our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.	misc	none
(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta, our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.	price	none
(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta, our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.	ambience	none
(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta, our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.	restaurant	none
(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta, our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.	location	none
(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta, our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.	drinks	none
the takeout is great too since they give high quality tupperware as well.	food	none
the takeout is great too since they give high quality tupperware as well.	misc	none
the takeout is great too since they give high quality tupperware as well.	price	none
the takeout is great too since they give high quality tupperware as well.	ambience	none
the takeout is great too since they give high quality tupperware as well.	restaurant	none
the takeout is great too since they give high quality tupperware as well.	location	none
the takeout is great too since they give high quality tupperware as well.	drinks	none
the food was not fresh, the sauces were bland and very oily.	service	none
the food was not fresh, the sauces were bland and very oily.	misc	none
the food was not fresh, the sauces were bland and very oily.	price	none
the food was not fresh, the sauces were bland and very oily.	ambience	none
the food was not fresh, the sauces were bland and very oily.	restaurant	none
the food was not fresh, the sauces were bland and very oily.	location	none
the food was not fresh, the sauces were bland and very oily.	drinks	none
off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street indian restaurants.	service	none
off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street indian restaurants.	food	none
off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street indian restaurants.	price	none
off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street indian restaurants.	ambience	none
off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street indian restaurants.	restaurant	none
off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street indian restaurants.	location	none
off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street indian restaurants.	drinks	none
could be pricey without a prix fixe meal.	service	none
could be pricey without a prix fixe meal.	food	none
could be pricey without a prix fixe meal.	misc	none
could be pricey without a prix fixe meal.	ambience	none
could be pricey without a prix fixe meal.	restaurant	none
could be pricey without a prix fixe meal.	location	none
could be pricey without a prix fixe meal.	drinks	none
this is definitely an excellent date spot because of the ambiance and on the weekends the night scene is more than alive.	service	none
this is definitely an excellent date spot because of the ambiance and on the weekends the night scene is more than alive.	food	none
this is definitely an excellent date spot because of the ambiance and on the weekends the night scene is more than alive.	misc	none
this is definitely an excellent date spot because of the ambiance and on the weekends the night scene is more than alive.	price	none
this is definitely an excellent date spot because of the ambiance and on the weekends the night scene is more than alive.	restaurant	none
this is definitely an excellent date spot because of the ambiance and on the weekends the night scene is more than alive.	location	none
this is definitely an excellent date spot because of the ambiance and on the weekends the night scene is more than alive.	drinks	none
i would defiantly come back here again as one of my top choices.	service	none
i would defiantly come back here again as one of my top choices.	food	none
i would defiantly come back here again as one of my top choices.	price	none
i would defiantly come back here again as one of my top choices.	ambience	none
i would defiantly come back here again as one of my top choices.	restaurant	none
i would defiantly come back here again as one of my top choices.	location	none
i would defiantly come back here again as one of my top choices.	drinks	none
one of us actually liked the expresso - that's it.	service	none
one of us actually liked the expresso - that's it.	misc	none
one of us actually liked the expresso - that's it.	price	none
one of us actually liked the expresso - that's it.	ambience	none
one of us actually liked the expresso - that's it.	restaurant	none
one of us actually liked the expresso - that's it.	location	none
one of us actually liked the expresso - that's it.	drinks	none
everyone was more then happy with his choices.	food	none
everyone was more then happy with his choices.	misc	none
everyone was more then happy with his choices.	price	none
everyone was more then happy with his choices.	ambience	none
everyone was more then happy with his choices.	restaurant	none
everyone was more then happy with his choices.	location	none
everyone was more then happy with his choices.	drinks	none
again, the waitress was awesome.	food	none
again, the waitress was awesome.	misc	none
again, the waitress was awesome.	price	none
again, the waitress was awesome.	ambience	none
again, the waitress was awesome.	restaurant	none
again, the waitress was awesome.	location	none
again, the waitress was awesome.	drinks	none
worth the trip from manhattan.	service	none
worth the trip from manhattan.	food	none
worth the trip from manhattan.	price	none
worth the trip from manhattan.	ambience	none
worth the trip from manhattan.	restaurant	none
worth the trip from manhattan.	location	none
worth the trip from manhattan.	drinks	none
i loved everything about it, especially the shows and actors.	service	none
i loved everything about it, especially the shows and actors.	food	none
i loved everything about it, especially the shows and actors.	price	none
i loved everything about it, especially the shows and actors.	restaurant	none
i loved everything about it, especially the shows and actors.	location	none
i loved everything about it, especially the shows and actors.	drinks	none
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.	misc	none
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.	price	none
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.	ambience	none
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.	restaurant	none
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.	location	none
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.	drinks	none
the food was just ok, i would never go back.	service	none
the food was just ok, i would never go back.	price	none
the food was just ok, i would never go back.	ambience	none
the food was just ok, i would never go back.	restaurant	none
the food was just ok, i would never go back.	location	none
the food was just ok, i would never go back.	drinks	none
zero ambiance to boot.	service	none
zero ambiance to boot.	food	none
zero ambiance to boot.	misc	none
zero ambiance to boot.	price	none
zero ambiance to boot.	restaurant	none
zero ambiance to boot.	location	none
zero ambiance to boot.	drinks	none
got a little loud after 8pm when the joint got full.	service	none
got a little loud after 8pm when the joint got full.	food	none
got a little loud after 8pm when the joint got full.	misc	none
got a little loud after 8pm when the joint got full.	price	none
got a little loud after 8pm when the joint got full.	restaurant	none
got a little loud after 8pm when the joint got full.	location	none
got a little loud after 8pm when the joint got full.	drinks	none
scalina fedeli reminded me why service is so integral to fine dining.	food	none
scalina fedeli reminded me why service is so integral to fine dining.	misc	none
scalina fedeli reminded me why service is so integral to fine dining.	price	none
scalina fedeli reminded me why service is so integral to fine dining.	ambience	none
scalina fedeli reminded me why service is so integral to fine dining.	restaurant	none
scalina fedeli reminded me why service is so integral to fine dining.	location	none
scalina fedeli reminded me why service is so integral to fine dining.	drinks	none
i recommend the thai popcorn :)	service	none
i recommend the thai popcorn :)	misc	none
i recommend the thai popcorn :)	price	none
i recommend the thai popcorn :)	ambience	none
i recommend the thai popcorn :)	restaurant	none
i recommend the thai popcorn :)	location	none
i recommend the thai popcorn :)	drinks	none
i can't wait for the next time.	service	none
i can't wait for the next time.	food	none
i can't wait for the next time.	price	none
i can't wait for the next time.	ambience	none
i can't wait for the next time.	restaurant	none
i can't wait for the next time.	location	none
i can't wait for the next time.	drinks	none
everything looks great, the drinks, the decor, the food, even the people.	service	none
everything looks great, the drinks, the decor, the food, even the people.	misc	none
everything looks great, the drinks, the decor, the food, even the people.	price	none
everything looks great, the drinks, the decor, the food, even the people.	restaurant	none
everything looks great, the drinks, the decor, the food, even the people.	location	none
everything looks great, the drinks, the decor, the food, even the people.	drinks	none
as soon as my father lifted his pen from the check a chef appeared to usher us out.	food	none
as soon as my father lifted his pen from the check a chef appeared to usher us out.	misc	none
as soon as my father lifted his pen from the check a chef appeared to usher us out.	price	none
as soon as my father lifted his pen from the check a chef appeared to usher us out.	ambience	none
as soon as my father lifted his pen from the check a chef appeared to usher us out.	restaurant	none
as soon as my father lifted his pen from the check a chef appeared to usher us out.	location	none
as soon as my father lifted his pen from the check a chef appeared to usher us out.	drinks	none
the paratha and kebab are made when ordered ensuring a level of freshness that is unsurpassed.	service	none
the paratha and kebab are made when ordered ensuring a level of freshness that is unsurpassed.	misc	none
the paratha and kebab are made when ordered ensuring a level of freshness that is unsurpassed.	price	none
the paratha and kebab are made when ordered ensuring a level of freshness that is unsurpassed.	ambience	none
the paratha and kebab are made when ordered ensuring a level of freshness that is unsurpassed.	restaurant	none
the paratha and kebab are made when ordered ensuring a level of freshness that is unsurpassed.	location	none
the paratha and kebab are made when ordered ensuring a level of freshness that is unsurpassed.	drinks	none
great neighborhood joint.	service	none
great neighborhood joint.	food	none
great neighborhood joint.	price	none
great neighborhood joint.	ambience	none
great neighborhood joint.	restaurant	none
great neighborhood joint.	location	none
great neighborhood joint.	drinks	none
the tuna and wasabi potatoes are excellent.	service	none
the tuna and wasabi potatoes are excellent.	misc	none
the tuna and wasabi potatoes are excellent.	price	none
the tuna and wasabi potatoes are excellent.	ambience	none
the tuna and wasabi potatoes are excellent.	restaurant	none
the tuna and wasabi potatoes are excellent.	location	none
the tuna and wasabi potatoes are excellent.	drinks	none
the only disappointment was the coat check girls who didn't seem to know what a customer is on a relatively non-busy night (for the coat check girls).	food	none
the only disappointment was the coat check girls who didn't seem to know what a customer is on a relatively non-busy night (for the coat check girls).	misc	none
the only disappointment was the coat check girls who didn't seem to know what a customer is on a relatively non-busy night (for the coat check girls).	price	none
the only disappointment was the coat check girls who didn't seem to know what a customer is on a relatively non-busy night (for the coat check girls).	ambience	none
the only disappointment was the coat check girls who didn't seem to know what a customer is on a relatively non-busy night (for the coat check girls).	restaurant	none
the only disappointment was the coat check girls who didn't seem to know what a customer is on a relatively non-busy night (for the coat check girls).	location	none
the only disappointment was the coat check girls who didn't seem to know what a customer is on a relatively non-busy night (for the coat check girls).	drinks	none
my fiance took me to scopa last week for my birthday and i couldn't believe the food.	service	none
my fiance took me to scopa last week for my birthday and i couldn't believe the food.	price	none
my fiance took me to scopa last week for my birthday and i couldn't believe the food.	ambience	none
my fiance took me to scopa last week for my birthday and i couldn't believe the food.	restaurant	none
my fiance took me to scopa last week for my birthday and i couldn't believe the food.	location	none
my fiance took me to scopa last week for my birthday and i couldn't believe the food.	drinks	none
ummm, the beer was cold.	service	none
ummm, the beer was cold.	misc	none
ummm, the beer was cold.	price	none
ummm, the beer was cold.	ambience	none
ummm, the beer was cold.	restaurant	none
ummm, the beer was cold.	location	none
ummm, the beer was cold.	drinks	none
i take all my nyc guests to vt's.	service	none
i take all my nyc guests to vt's.	food	none
i take all my nyc guests to vt's.	price	none
i take all my nyc guests to vt's.	ambience	none
i take all my nyc guests to vt's.	restaurant	none
i take all my nyc guests to vt's.	location	none
i take all my nyc guests to vt's.	drinks	none
it is sometimes a little cramped, and can get a little warm, but hello, it's nyc!	service	none
it is sometimes a little cramped, and can get a little warm, but hello, it's nyc!	food	none
it is sometimes a little cramped, and can get a little warm, but hello, it's nyc!	misc	none
it is sometimes a little cramped, and can get a little warm, but hello, it's nyc!	price	none
it is sometimes a little cramped, and can get a little warm, but hello, it's nyc!	restaurant	none
it is sometimes a little cramped, and can get a little warm, but hello, it's nyc!	location	none
it is sometimes a little cramped, and can get a little warm, but hello, it's nyc!	drinks	none
we had great desserts (including the best cannoli i've ever had) and then they offered an after dinner drink, on the house.	misc	none
we had great desserts (including the best cannoli i've ever had) and then they offered an after dinner drink, on the house.	price	none
we had great desserts (including the best cannoli i've ever had) and then they offered an after dinner drink, on the house.	ambience	none
we had great desserts (including the best cannoli i've ever had) and then they offered an after dinner drink, on the house.	restaurant	none
we had great desserts (including the best cannoli i've ever had) and then they offered an after dinner drink, on the house.	location	none
we had great desserts (including the best cannoli i've ever had) and then they offered an after dinner drink, on the house.	drinks	none
good crowd, good outdoor seating, with a hip japanese vibe.	service	none
good crowd, good outdoor seating, with a hip japanese vibe.	food	none
good crowd, good outdoor seating, with a hip japanese vibe.	misc	none
good crowd, good outdoor seating, with a hip japanese vibe.	price	none
good crowd, good outdoor seating, with a hip japanese vibe.	restaurant	none
good crowd, good outdoor seating, with a hip japanese vibe.	location	none
good crowd, good outdoor seating, with a hip japanese vibe.	drinks	none
even with the prix fixe pricing, this restaurant is not worth it.	service	none
even with the prix fixe pricing, this restaurant is not worth it.	food	none
even with the prix fixe pricing, this restaurant is not worth it.	price	none
even with the prix fixe pricing, this restaurant is not worth it.	ambience	none
even with the prix fixe pricing, this restaurant is not worth it.	restaurant	none
even with the prix fixe pricing, this restaurant is not worth it.	location	none
even with the prix fixe pricing, this restaurant is not worth it.	drinks	none
we asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.	food	none
we asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.	misc	none
we asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.	price	none
we asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.	ambience	none
we asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.	restaurant	none
we asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.	location	none
we asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.	drinks	none
good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.	service	none
good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.	food	none
good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.	price	none
good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.	ambience	none
good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.	restaurant	none
good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.	location	none
good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.	drinks	none
however, their popularity has yet to slow down, and i still find myself drawn to their ambiance and delectable reputation.	service	none
however, their popularity has yet to slow down, and i still find myself drawn to their ambiance and delectable reputation.	food	none
however, their popularity has yet to slow down, and i still find myself drawn to their ambiance and delectable reputation.	price	none
however, their popularity has yet to slow down, and i still find myself drawn to their ambiance and delectable reputation.	restaurant	none
however, their popularity has yet to slow down, and i still find myself drawn to their ambiance and delectable reputation.	location	none
however, their popularity has yet to slow down, and i still find myself drawn to their ambiance and delectable reputation.	drinks	none
where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.	service	none
where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.	misc	none
where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.	price	none
where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.	restaurant	none
where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.	location	none
where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.	drinks	none
the halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.	misc	none
the halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.	price	none
the halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.	ambience	none
the halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.	restaurant	none
the halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.	location	none
the halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.	drinks	none
the view is spectacular, and the food is great.	service	none
the view is spectacular, and the food is great.	misc	none
the view is spectacular, and the food is great.	price	none
the view is spectacular, and the food is great.	restaurant	none
the view is spectacular, and the food is great.	location	none
the view is spectacular, and the food is great.	drinks	none
the place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and i got our food, the line reached the door.	service	none
the place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and i got our food, the line reached the door.	food	none
the place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and i got our food, the line reached the door.	price	none
the place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and i got our food, the line reached the door.	restaurant	none
the place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and i got our food, the line reached the door.	location	none
the place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and i got our food, the line reached the door.	drinks	none
good bagels and good cream cheese.	service	none
good bagels and good cream cheese.	misc	none
good bagels and good cream cheese.	price	none
good bagels and good cream cheese.	ambience	none
good bagels and good cream cheese.	restaurant	none
good bagels and good cream cheese.	location	none
good bagels and good cream cheese.	drinks	none
the food is wonderful, tasty and filling, and the service is professional and friendly.	misc	none
the food is wonderful, tasty and filling, and the service is professional and friendly.	price	none
the food is wonderful, tasty and filling, and the service is professional and friendly.	ambience	none
the food is wonderful, tasty and filling, and the service is professional and friendly.	restaurant	none
the food is wonderful, tasty and filling, and the service is professional and friendly.	location	none
the food is wonderful, tasty and filling, and the service is professional and friendly.	drinks	none
it is also extremely well priced.	service	none
it is also extremely well priced.	food	none
it is also extremely well priced.	misc	none
it is also extremely well priced.	ambience	none
it is also extremely well priced.	restaurant	none
it is also extremely well priced.	location	none
it is also extremely well priced.	drinks	none
always great service!	food	none
always great service!	misc	none
always great service!	price	none
always great service!	ambience	none
always great service!	restaurant	none
always great service!	location	none
always great service!	drinks	none
i am happy i did the food was awesome.	service	none
i am happy i did the food was awesome.	misc	none
i am happy i did the food was awesome.	price	none
i am happy i did the food was awesome.	ambience	none
i am happy i did the food was awesome.	restaurant	none
i am happy i did the food was awesome.	location	none
i am happy i did the food was awesome.	drinks	none
i have been in many restaurants all over the city and roth's steakhouse has quickly become one of my favorites.	service	none
i have been in many restaurants all over the city and roth's steakhouse has quickly become one of my favorites.	food	none
i have been in many restaurants all over the city and roth's steakhouse has quickly become one of my favorites.	price	none
i have been in many restaurants all over the city and roth's steakhouse has quickly become one of my favorites.	ambience	none
i have been in many restaurants all over the city and roth's steakhouse has quickly become one of my favorites.	restaurant	none
i have been in many restaurants all over the city and roth's steakhouse has quickly become one of my favorites.	location	none
i have been in many restaurants all over the city and roth's steakhouse has quickly become one of my favorites.	drinks	none
we ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.	service	none
we ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.	misc	none
we ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.	price	none
we ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.	ambience	none
we ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.	restaurant	none
we ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.	location	none
we ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.	drinks	none
a bit breezy up there on the mezzanine from the wind coming from the tracks.	service	none
a bit breezy up there on the mezzanine from the wind coming from the tracks.	food	none
a bit breezy up there on the mezzanine from the wind coming from the tracks.	price	none
a bit breezy up there on the mezzanine from the wind coming from the tracks.	restaurant	none
a bit breezy up there on the mezzanine from the wind coming from the tracks.	location	none
a bit breezy up there on the mezzanine from the wind coming from the tracks.	drinks	none
i went to df for valentines day dinner.	service	none
i went to df for valentines day dinner.	food	none
i went to df for valentines day dinner.	price	none
i went to df for valentines day dinner.	ambience	none
i went to df for valentines day dinner.	restaurant	none
i went to df for valentines day dinner.	location	none
i went to df for valentines day dinner.	drinks	none
i recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.	service	none
i recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.	misc	none
i recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.	price	none
i recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.	ambience	none
i recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.	restaurant	none
i recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.	location	none
i recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.	drinks	none
i loved the shows.	service	none
i loved the shows.	food	none
i loved the shows.	price	none
i loved the shows.	restaurant	none
i loved the shows.	location	none
i loved the shows.	drinks	none
and i have been around the block, to say the very least.	service	none
and i have been around the block, to say the very least.	food	none
and i have been around the block, to say the very least.	price	none
and i have been around the block, to say the very least.	ambience	none
and i have been around the block, to say the very least.	restaurant	none
and i have been around the block, to say the very least.	location	none
and i have been around the block, to say the very least.	drinks	none
we could have made a meal of the yummy dumplings from the dumpling menu.	service	none
we could have made a meal of the yummy dumplings from the dumpling menu.	misc	none
we could have made a meal of the yummy dumplings from the dumpling menu.	price	none
we could have made a meal of the yummy dumplings from the dumpling menu.	ambience	none
we could have made a meal of the yummy dumplings from the dumpling menu.	restaurant	none
we could have made a meal of the yummy dumplings from the dumpling menu.	location	none
we could have made a meal of the yummy dumplings from the dumpling menu.	drinks	none
the aesthetics of this place are like an airport lounge.	service	none
the aesthetics of this place are like an airport lounge.	food	none
the aesthetics of this place are like an airport lounge.	misc	none
the aesthetics of this place are like an airport lounge.	price	none
the aesthetics of this place are like an airport lounge.	restaurant	none
the aesthetics of this place are like an airport lounge.	location	none
the aesthetics of this place are like an airport lounge.	drinks	none
then, get ripped on free box wine.	service	none
then, get ripped on free box wine.	misc	none
then, get ripped on free box wine.	ambience	none
then, get ripped on free box wine.	restaurant	none
then, get ripped on free box wine.	location	none
then, get ripped on free box wine.	drinks	none
my wife and i ate here earlier this week and have not stopped ranting and raving about the food.	service	none
my wife and i ate here earlier this week and have not stopped ranting and raving about the food.	price	none
my wife and i ate here earlier this week and have not stopped ranting and raving about the food.	ambience	none
my wife and i ate here earlier this week and have not stopped ranting and raving about the food.	restaurant	none
my wife and i ate here earlier this week and have not stopped ranting and raving about the food.	location	none
my wife and i ate here earlier this week and have not stopped ranting and raving about the food.	drinks	none
if you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.	misc	none
if you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.	price	none
if you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.	ambience	none
if you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.	restaurant	none
if you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.	location	none
if you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.	drinks	none
the food itself was just ok - nothing spectacular - but the service was awful.	misc	none
the food itself was just ok - nothing spectacular - but the service was awful.	price	none
the food itself was just ok - nothing spectacular - but the service was awful.	ambience	none
the food itself was just ok - nothing spectacular - but the service was awful.	restaurant	none
the food itself was just ok - nothing spectacular - but the service was awful.	location	none
the food itself was just ok - nothing spectacular - but the service was awful.	drinks	none
the pizza is yummy and i like the atmosphere.	service	none
the pizza is yummy and i like the atmosphere.	misc	none
the pizza is yummy and i like the atmosphere.	price	none
the pizza is yummy and i like the atmosphere.	restaurant	none
the pizza is yummy and i like the atmosphere.	location	none
the pizza is yummy and i like the atmosphere.	drinks	none
as there were so many to choose from we wandered up and down the street looking in the windows and such noticing many empty seats ,except at taj mahal.	service	none
as there were so many to choose from we wandered up and down the street looking in the windows and such noticing many empty seats ,except at taj mahal.	food	none
as there were so many to choose from we wandered up and down the street looking in the windows and such noticing many empty seats ,except at taj mahal.	price	none
as there were so many to choose from we wandered up and down the street looking in the windows and such noticing many empty seats ,except at taj mahal.	ambience	none
as there were so many to choose from we wandered up and down the street looking in the windows and such noticing many empty seats ,except at taj mahal.	restaurant	none
as there were so many to choose from we wandered up and down the street looking in the windows and such noticing many empty seats ,except at taj mahal.	location	none
as there were so many to choose from we wandered up and down the street looking in the windows and such noticing many empty seats ,except at taj mahal.	drinks	none
also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.	misc	none
also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.	price	none
also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.	ambience	none
also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.	restaurant	none
also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.	location	none
also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.	drinks	none
give it a try and enjoy.	service	none
give it a try and enjoy.	food	none
give it a try and enjoy.	price	none
give it a try and enjoy.	ambience	none
give it a try and enjoy.	restaurant	none
give it a try and enjoy.	location	none
give it a try and enjoy.	drinks	none
and that's saying a lot.	service	none
and that's saying a lot.	food	none
and that's saying a lot.	price	none
and that's saying a lot.	ambience	none
and that's saying a lot.	restaurant	none
and that's saying a lot.	location	none
and that's saying a lot.	drinks	none
those rolls were big, but not good and sashimi wasn't fresh.	service	none
those rolls were big, but not good and sashimi wasn't fresh.	misc	none
those rolls were big, but not good and sashimi wasn't fresh.	price	none
those rolls were big, but not good and sashimi wasn't fresh.	ambience	none
those rolls were big, but not good and sashimi wasn't fresh.	restaurant	none
those rolls were big, but not good and sashimi wasn't fresh.	location	none
