sentence	aspect	polarity
These are overpriced and you can get better just around the corner:	food quality	negative
I was pleasantly suprised.	restaurant general	positive
The food was exceptional.	food quality	positive
I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.	food quality	positive
The service was friendly and the atmosphere was casual.	ambience general	neutral
The service was friendly and the atmosphere was casual.	service general	positive
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal	ambience general	neutral
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal	food quality	positive
this little place has a cute interior decor and affordable city prices.	ambience general	positive
this little place has a cute interior decor and affordable city prices.	restaurant prices	positive
the pad se ew chicken was delicious, however the pad thai was far too oily.	food quality	negative
Have eaten at Ginger House several times, and it's always good.	restaurant general	positive
The fried dumplings are GREAT!	food quality	positive
Finally a reliable Chinese restaurant!	restaurant general	positive
This place would be so much better served by being run by a group that actually understands customer service.	service general	negative
The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it.	restaurant miscellaneous	negative
They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!	service general	negative
Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.	service general	negative
Terrible, terrible management - deserves to be shut-down.	restaurant general	negative
Terrible, terrible management - deserves to be shut-down.	service general	negative
Never fails to please.	restaurant general	positive
delicious bagels, especially when right out of the oven.	food quality	positive
Spreads and toppings are great - though a bit pricey.	food prices	negative
Spreads and toppings are great - though a bit pricey.	food quality	positive
Service is fast and friendly.	service general	positive
Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.	service general	negative
But that is highly forgivable.	service general	positive
Been there, done that, and New York, it's not that big a deal.	restaurant general	neutral
The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.	ambience general	negative
The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.	food quality	negative
If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.	restaurant miscellaneous	negative
Rao is a good restaurant, but it's nothing special.	restaurant general	neutral
But after last night, Spice Grill is the only place I'm eating indian cuisine.	food quality	positive
You must try the shrimp appetizers.	food quality	positive
Even my Indian friend couldn't believe how good and tasty everything was.	food quality	positive
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.	ambience general	positive
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.	service general	positive
Great food, great prices, great service.	food quality	positive
Great food, great prices, great service.	restaurant prices	positive
Great food, great prices, great service.	service general	positive
If you are looking for a good quality, cheap eats - this is the place.	food prices	positive
If you are looking for a good quality, cheap eats - this is the place.	food quality	positive
it's a perfect place to have a amanzing indian food.	food quality	positive
I really loved the different and inovated touch that's the cheff gives to the food.	food style options	positive
also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!	ambience general	positive
also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!	service general	positive
Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.	food quality	negative
Great bagels made the old-fashioned way.	food quality	positive
Great bagels made the old-fashioned way.	food style options	positive
Drawbacks: service is slow and they don't toast!	service general	negative
The food was absolutely amazing!!	food quality	positive
The baked clams octopus we shared as appetizers were the best we've ever had!! 	food quality	positive
The lamb was tender so full of flavor, the dessert was divine!!	food quality	positive
The waiter was attentive.	service general	positive
The place itself is beautiful the bar scene seems to be happening.	ambience general	positive
Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.	food quality	positive
Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.	service general	negative
Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.	food quality	positive
Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.	food style options	negative
Dessert is a joke...dont bother	food quality	negative
Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.	service general	positive
The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.	ambience general	positive
The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.	food style options	positive
The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	food quality	positive
The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.	food style options	positive
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.	drinks style options	positive
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.	food prices	positive
Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...	drinks style options	positive
Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...	restaurant prices	neutral
Fantastic place.	restaurant general	positive
Cute and decorative.	ambience general	positive
A pleasant surprise.	restaurant general	positive
Go there to relax and feel like your somewhere else.	ambience general	positive
Lucky Strike is a great casual place to just grab a bite to eat.	restaurant general	positive
Great food, great decor, great service.	ambience general	positive
Great food, great decor, great service.	food quality	positive
Great food, great decor, great service.	service general	positive
I recommend it!	restaurant general	positive
This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!	restaurant miscellaneous	positive
(Always ask the bartender for the SEASONAL beer!!!	drinks quality	positive
Guaranteed to be a tasty experience!)	drinks quality	positive
Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.	restaurant miscellaneous	positive
I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!	restaurant general	positive
All the people that I bring there go back on their own and bring THEIR friends!	restaurant miscellaneous	positive
Go there once and oh yes...you will go back...you will...	restaurant general	positive
What a great place!	restaurant general	positive
Not the typical NYC gimmick theme restaurant.	ambience general	positive
A cool bar with great food, and tons of excellent beer.	ambience general	positive
A cool bar with great food, and tons of excellent beer.	drinks quality	positive
A cool bar with great food, and tons of excellent beer.	drinks style options	positive
A cool bar with great food, and tons of excellent beer.	food quality	positive
And even with it's Pub atmosphere they were great to my kids too!	service general	positive
Loved it!	restaurant general	positive
The shrimp scampi was excellent and the antipasti were plentiful.	food quality	positive
The shrimp scampi was excellent and the antipasti were plentiful.	food style options	positive
It is expensive but well worth the money.	restaurant general	positive
It is expensive but well worth the money.	restaurant prices	negative
If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.	restaurant general	positive
The only thing more wonderful than the food (which is exceptional) is the service.	food quality	positive
The only thing more wonderful than the food (which is exceptional) is the service.	service general	positive
The only thing the waiters don't do for you is wipe your chin when you leave.	service general	positive
Wonderful at holiday time.	restaurant miscellaneous	positive
Cozy romantic atomosphere with only around 15 tables at most.	ambience general	positive
Service was very prompt but slightly rushed.	service general	negative
Food was very good, but not what I would consider out of this world.	food quality	neutral
Go here for a romantic dinner but not for an all out wow dining experience.	ambience general	positive
Go here for a romantic dinner but not for an all out wow dining experience.	restaurant miscellaneous	negative
My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.	restaurant miscellaneous	positive
Too bad the food wasn't of the same heritage.	food quality	negative
The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.	food quality	negative
A real dissapointment.	food quality	negative
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.	food quality	negative
They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.	food quality	negative
Priced at upper intermediate range.	restaurant prices	negative
I really liked this place.	restaurant general	positive
Everything I had was good, and I'm a eater.	food quality	positive
It was pretty inexpensive too.	restaurant prices	positive
This place has the best Chinese style BBQ ribs in the city.	food quality	positive
This place has the best Chinese style BBQ ribs in the city.	food style options	positive
I also recommend the rice dishes or the different varieties of congee (rice porridge).	food quality	positive
It's great to go for a quick lunch either alone or with a friend.	restaurant miscellaneous	positive
It's definately not a place to go if you want to impress someone.	restaurant miscellaneous	negative
However, if you want great food at a great price and don't mind the decor, you can't beat this place.	ambience general	neutral
However, if you want great food at a great price and don't mind the decor, you can't beat this place.	food prices	positive
However, if you want great food at a great price and don't mind the decor, you can't beat this place.	food quality	positive
Quick and friendly service.	service general	positive
This is one of the best comfort food places in the city.	restaurant general	positive
It's somewhere you can eat and be happy.	restaurant general	positive
When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.	ambience general	positive
The food is wonderful, tasty and filling, and the service is professional and friendly.	food quality	positive
The food is wonderful, tasty and filling, and the service is professional and friendly.	food style options	positive
The food is wonderful, tasty and filling, and the service is professional and friendly.	service general	positive
I can't wait for summer, when they serve outside on their gigantic patio.	ambience general	positive
I recently tried Suan and I thought that it was great.	restaurant general	positive
This little place definitely exceeded my expectations and you sure get a lot of food for your money.	food prices	positive
This little place definitely exceeded my expectations and you sure get a lot of food for your money.	food style options	positive
This little place definitely exceeded my expectations and you sure get a lot of food for your money.	restaurant general	positive
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.	food quality	positive
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.	service general	positive
I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.	restaurant general	positive
They all know you.	service general	positive
Good food.	food quality	positive
Good drink.	drinks quality	positive
How do you rate home?	restaurant miscellaneous	positive
I have never had cheescake like this.	food quality	positive
I thought I had died and gone to heaven.	food quality	positive
Great spot, whether looking for a couple of drinks or quiet dinner.	restaurant general	positive
Great spot, whether looking for a couple of drinks or quiet dinner.	restaurant miscellaneous	positive
Warm and friendly in the winter and terrific outdoor seating in the warmer months.	ambience general	positive
The food is great and they have a good selecion of wines at reasonable prices.	drinks prices	positive
The food is great and they have a good selecion of wines at reasonable prices.	drinks style options	positive
The food is great and they have a good selecion of wines at reasonable prices.	food quality	positive
Have been several times and it never dissapoints.	restaurant general	positive
We were less than impressed.	restaurant general	negative
While the ambiance and atmosphere were great, the food and service could have been a lot better.	ambience general	positive
While the ambiance and atmosphere were great, the food and service could have been a lot better.	food quality	negative
While the ambiance and atmosphere were great, the food and service could have been a lot better.	service general	negative
We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.	food quality	negative
We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.	food style options	negative
Probably would not go again...	restaurant general	negative
i've been to sapphire twice and both times the food was fine, if not good.	food quality	positive
stick with the chicken, beef, and lamb dishes.	food quality	positive
service is friendly, and never had a problem walking in and getting a table.	restaurant miscellaneous	positive
service is friendly, and never had a problem walking in and getting a table.	service general	positive
skip dessert.	food quality	negative
Best Reuben sandwich ever!	food quality	positive
A classic!	food quality	positive
Don't miss Bloom's on your next trip to Manhatten.	restaurant general	positive
It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.	restaurant miscellaneous	positive
Thanks Bloom's for a lovely trip.	restaurant general	positive
The food was not fresh, the sauces were bland and very oily.	food quality	negative
It just wasn't Thai.	food quality	negative
Was surprisingly disappointed.	food quality	negative
Pizza was a little soggy.	food quality	negative
Ravioli was good...but I have to say that I found everything a bit overpriced.	food prices	negative
Ravioli was good...but I have to say that I found everything a bit overpriced.	food quality	positive
Not enough wines by the glass either.	drinks style options	negative
Service, however, was excellent...and I liked the setting/atmosphere a lot. 	ambience general	positive
Service, however, was excellent...and I liked the setting/atmosphere a lot. 	service general	positive
Food was just average...if they lowered the prices just a bit, it would be a bigger draw.	food prices	negative
Food was just average...if they lowered the prices just a bit, it would be a bigger draw.	food quality	neutral
This place is a great bargain.	restaurant prices	positive
Authentic Pakistani food.	food quality	positive
People are always friendly.	service general	positive
Don't waste money on decor.	ambience general	neutral
Just straight up cheap, good food.	food prices	positive
Just straight up cheap, good food.	food quality	positive
Faan is sooo good.	restaurant general	positive
The best pad thai i've ever had.	food quality	positive
The design and atmosphere is just as good.	ambience general	positive
bottles of wine are cheap and good.	drinks prices	positive
bottles of wine are cheap and good.	drinks quality	positive
What more could you want?	restaurant general	positive
The food was actually aweful.	food quality	negative
I'm not picky - but it was actually gross.	food quality	negative
The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.	food quality	negative
Nice atmosphere, the service was very pleasant and the desert was good.	ambience general	positive
Nice atmosphere, the service was very pleasant and the desert was good.	food quality	positive
Nice atmosphere, the service was very pleasant and the desert was good.	service general	positive
Wouldn't recomend it for dinner!	restaurant general	negative
This is the perfect date spot for Williamsburg couples.	restaurant miscellaneous	positive
The jukebox plays everything from Italian Opera to The Strokes.	ambience general	positive
The food is amazing, rich pastas and fresh doughy pizza.	food quality	positive
The food is amazing, rich pastas and fresh doughy pizza.	food style options	positive
Best of all is the warm vibe, the owner is super friendly and service is fast.	ambience general	positive
Best of all is the warm vibe, the owner is super friendly and service is fast.	service general	positive
If only they delivered, they'd make a mint!	restaurant miscellaneous	neutral
go here for the drinks!	drinks quality	positive
the drinks are amazing and half off till 8pm.	drinks prices	positive
the drinks are amazing and half off till 8pm.	drinks quality	positive
Ask for Usha, the nicest bartender in manhattan.	service general	positive
My fav was the sassy lassi...	drinks quality	positive
This is an amazing place to try some roti rolls.	food quality	positive
I really recommend the very simple Unda (Egg) rolls.	food quality	positive
Delicate spices, onions, eggs and a kick-ass roti.	food quality	positive
Amazing!	food quality	positive
Toons has recently been redone, so it's now a very attractive space.	ambience general	positive
The food's as good as ever.	food quality	positive
In an area sadly lacking in decent Thai food, this is one of the best spots.	food quality	positive
Went here last night - nice decor, good service, but the food was surprisingly excellent.	ambience general	positive
Went here last night - nice decor, good service, but the food was surprisingly excellent.	food quality	positive
Went here last night - nice decor, good service, but the food was surprisingly excellent.	service general	positive
The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.	food style options	positive
Can't wait to go back.	restaurant general	positive
Best drumsticks over rice and sour spicy soup in town!	food quality	positive
Beef noodle soup is good as well.	food quality	positive
The service is good and the resturant is clean.	ambience general	positive
The service is good and the resturant is clean.	service general	positive
Best Taiwanese food in NY!	food quality	positive
I have been to Rao's probably 15 times the past 3 years and it keeps getting better.	restaurant general	positive
For those that go once and don't enjoy it, all I can say is that they just don't get it.	restaurant general	positive
Rao's has the best service and atmosphere in NYC.	ambience general	positive
Rao's has the best service and atmosphere in NYC.	service general	positive
Good luck getting a table.	restaurant miscellaneous	neutral
My roommate and I LOVE this place.	restaurant general	positive
We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.	ambience general	positive
Indoor was very cozy and cute.	ambience general	positive
The portion sizes here are huge, and the sushi is good.	food quality	positive
The portion sizes here are huge, and the sushi is good.	food style options	positive
Staff is very accomodating.	service general	positive
Excellent dumplings served amid clean, chic decor.	ambience general	positive
Excellent dumplings served amid clean, chic decor.	food quality	positive
I got the $10 10-piece dim sum combo, every bite of which was great.	food quality	positive
But $1 for each small piece???	food prices	negative
Not worth it.	food prices	negative
I won't go back unless someone else is footing the bill.	restaurant general	negative
I won't go back unless someone else is footing the bill.	restaurant prices	negative
The decor is very simple but comfortable.	ambience general	positive
The food was delicious but do not come here on a empty stomach.	food quality	positive
The food was delicious but do not come here on a empty stomach.	food style options	negative
The portions are small but being that the food was so good makes up for that.	food quality	positive
The portions are small but being that the food was so good makes up for that.	food style options	negative
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.	food quality	positive
The staff there is very attentive and down to earth.	service general	positive
I loved it and would go again.	restaurant general	positive
Great Indian food and the service is incredible.	food quality	positive
Great Indian food and the service is incredible.	service general	positive
The owner truly caters to all your needs.	service general	positive
When family came in he gave them apps to test their palets, and then ordered for them.	service general	positive
Everyone was more then happy with his choices.	service general	positive
Great food and the prices are very reasonable.	food quality	positive
Great food and the prices are very reasonable.	restaurant prices	positive
The food here does a great service to the name (Cantonese that is...).	food quality	positive
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.	food quality	positive
This dish is my favorite and I always get it when I go there and never get tired of it.	food quality	positive
Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.	food quality	positive
Simply some good tasting Chinese food at incredible prices...	food prices	positive
Simply some good tasting Chinese food at incredible prices...	food quality	positive
Service is not what you are coming here for...	service general	negative
Big Wong is a great place to eat and fill your stomach.	restaurant general	positive
whoever the jazz duo was, they were on POINT.	ambience general	positive
good music, great food, speedy service affordable prices.	ambience general	positive
good music, great food, speedy service affordable prices.	food quality	positive
good music, great food, speedy service affordable prices.	restaurant prices	positive
good music, great food, speedy service affordable prices.	service general	positive
even the wine by the glass was good.	drinks quality	positive
its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.	location general	neutral
its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.	restaurant general	positive
Consistently good Japanese Tapas.	food quality	positive
Always good drinks and service is pretty good;	drinks quality	positive
Always good drinks and service is pretty good;	service general	positive
Atmosphere is nice and relaxed too...	ambience general	positive
A great place to meet up for some food and drinks... 	restaurant miscellaneous	positive
Yakitori (bbq meats) is tasty too.	food quality	positive
If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.	food quality	negative
If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.	restaurant miscellaneous	negative
If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.	service general	negative
Price and quality of fish alone will keep us from making a return visit.	food prices	negative
Price and quality of fish alone will keep us from making a return visit.	food quality	negative
Price and quality of fish alone will keep us from making a return visit.	restaurant general	negative
Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.	food quality	negative
No thanks!!!	restaurant general	negative
This place, which is only a few months old, is perhaps Queens' biggest secret!	restaurant general	positive
Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!	ambience general	positive
Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!	food prices	positive
Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!	food quality	positive
Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!	location general	positive
Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!	restaurant prices	positive
Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!	service general	positive
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.	service general	negative
We were then shooed inside.	service general	negative
One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.	service general	negative
We left, never to return.	restaurant general	negative
With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.	food prices	negative
With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.	service general	negative
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.	food prices	negative
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.	food quality	negative
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.	service general	negative
The food is okay and the prices here are mediocre.	food quality	neutral
The food is okay and the prices here are mediocre.	restaurant prices	neutral
Baluchi's has solid food and a nice decor at reasonable prices.	ambience general	positive
Baluchi's has solid food and a nice decor at reasonable prices.	food quality	positive
Baluchi's has solid food and a nice decor at reasonable prices.	restaurant prices	positive
The only problem is that the manager is a complete incompetent.	service general	negative
He offers subpar service and has no personality.	service general	negative
In fact, it appears he is going to go postal at any moment.	service general	negative
There is no excuse for such lousy service!	service general	negative
I have never before eaten 40 pieces of relatively good nigiri.	food quality	neutral
You can do it here.	food style options	positive
$20 for all you can eat sushi cannot be beaten.	food prices	positive
I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.	restaurant general	positive
Most of the servers are very attentive, friendly and quite attractive.	service general	positive
The vibe is very relaxed and cozy, service was great and the food was excellent!	ambience general	positive
The vibe is very relaxed and cozy, service was great and the food was excellent!	food quality	positive
The vibe is very relaxed and cozy, service was great and the food was excellent!	service general	positive
Me and my girls will definitely go back.	restaurant general	positive
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.	food quality	positive
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.	location general	positive
I would highly recommand requesting a table by the window.	location general	positive
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.	ambience general	positive
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.	service general	positive
The food is great.	food quality	positive
Personal pans are the perfect size for those hungry nights.	food style options	positive
I heartily recommend.	restaurant general	positive
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.	service general	negative
Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.	service general	negative
Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.	ambience general	positive
Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.	location general	positive
The pizza was pretty good and huge.	food quality	positive
The pizza was pretty good and huge.	food style options	positive
The price very reasonable.	restaurant prices	positive
We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.	food style options	positive
I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.	food quality	negative
The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol	food quality	negative
The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol	food style options	negative
La Rosa waltzes in, and I think they are doing it the best.	food quality	positive
Interesting selection, good wines, service fine, fun decor.	ambience general	positive
Interesting selection, good wines, service fine, fun decor.	drinks quality	positive
Interesting selection, good wines, service fine, fun decor.	food style options	positive
Interesting selection, good wines, service fine, fun decor.	service general	positive
I love it.	restaurant general	positive
I plan on stopping by next week as well.	restaurant general	positive
I found it on a cold night, the perfect spot to warm up.	restaurant miscellaneous	positive
I recieved prompt service with a smile.	service general	positive
To me it exemplifies Soho, cute, artsy, interesting.	ambience general	positive
Definately check it out!!!	restaurant general	positive
This place blew me away...by far my new favorite restaurant on the uppereast side.	restaurant general	positive
The wine list is extensive and impressive.	drinks style options	positive
LOVE the atmosphere - felt like I was in Paris.	ambience general	positive
The mussels were fantastic and so was the dessert...definitely going to be back very soon.	food quality	positive
The mussels were fantastic and so was the dessert...definitely going to be back very soon.	restaurant general	positive
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.	service general	positive
Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.	service general	positive
I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!	ambience general	positive
I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!	food quality	positive
I lOVE THIS PLACE!	restaurant general	positive
Keep up the good work guys!	restaurant general	positive
I have to say I have never had a disapointing meal here.	food quality	positive
We could have made a meal of the yummy dumplings from the dumpling menu.	food quality	positive
Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.	food quality	positive
Love Al Di La	restaurant general	positive
I recommend this place to everyone.	restaurant general	positive
Great food.	food quality	positive
One of my favorite places in Brooklyn. 	restaurant general	positive
The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.	food quality	positive
Overpriced and not tasty 	food prices	negative
Overpriced and not tasty 	food quality	negative
The food here was mediocre at best. 	food quality	negative
It was totally overpriced- fish and chips was about $15.... 	food prices	negative
Tasty Dog!	food quality	positive
An awesome organic dog, and a conscious eco friendly establishment.	food quality	positive
An awesome organic dog, and a conscious eco friendly establishment.	restaurant miscellaneous	positive
One of the best hot dogs I have ever eaten.	food quality	positive
Can't wait to go back.	restaurant general	positive
The Cypriot restaurant has a lot going for it.	restaurant general	positive
But the best pork souvlaki I ever had is the main thing.	food quality	positive
Run don't walk.	restaurant general	positive
Super YUMMY Pizza!	food quality	positive
I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.	ambience general	positive
I LOOOVE their eggplant pizza, as well as their pastas!	food quality	positive
We had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza!	food style options	positive
We had fun eating in there, we were there like around 3 a.m. in the morning!	restaurant general	positive
Will comeback for sure, wish they have it here in LA..	restaurant general	positive
Excellent food, although the interior could use some help.	ambience general	negative
Excellent food, although the interior could use some help.	food quality	positive
The space kind of feels like an Alice in Wonderland setting, without it trying to be that.	ambience general	negative
I paid just about $60 for a good meal, though :)	food prices	positive
I paid just about $60 for a good meal, though :)	food quality	positive
Great sake!	drinks quality	positive
Reliable, Fresh Sushi	food quality	positive
The sashimi is always fresh and the rolls are innovative and delicious.	food quality	positive
The sashimi is always fresh and the rolls are innovative and delicious.	food style options	positive
Have never had a problem with service save a missing rice once.	service general	positive
Delivery can be spot on or lacking depending on the weather and the day of the week.	service general	negative
Delivery guy sometimes get upset if you don't tip more than 10%.	service general	negative
Best. Sushi. Ever.	food quality	positive
This place has ruined me for neighborhood sushi.	food quality	positive
Creative, consistent, fresh.	food quality	positive
Creative, consistent, fresh.	food style options	positive
Excellent sashimi, and the millennium roll is beyond delicious.	food quality	positive
Not cheap but very yummy.	food prices	negative
Not cheap but very yummy.	food quality	positive
Love it.	restaurant general	positive
Very, very nice	restaurant general	positive
The place is a bit hidden away, but once you get there, it's all worth it.	location general	neutral
The place is a bit hidden away, but once you get there, it's all worth it.	restaurant general	positive
not only is the food	food quality	positive
not only is the food	restaurant general	positive
Loved It	restaurant general	positive
We had a very nice time.	restaurant general	positive
The waiter was attentive, the food was delicious and the views of the city were great.	food quality	positive
The waiter was attentive, the food was delicious and the views of the city were great.	location general	positive
The waiter was attentive, the food was delicious and the views of the city were great.	service general	positive
I'd definitely go back again.	restaurant general	positive
Great place to relax and enjoy your dinner	ambience general	positive
There is something about their atmosphere that makes me come back nearly every week.	ambience general	positive
Place is open till late, no dress code.	restaurant miscellaneous	positive
Good food: my favorite is the seafood spaghetti.	food quality	positive
